User,parameter,year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Palo Verde Irrigation District,Consumptive Use,2015,"3,236","20,962","31,930","52,312","46,457","54,203","55,124","52,560","36,980","21,537","13,624","10,106"
Palo Verde Irrigation District,Measured Returns,2015,"30,399","28,711","33,357","35,952","37,257","37,431","39,276","36,960","36,350","36,481","33,878","33,214"
Palo Verde Irrigation District,Diversion,2015,"35,630","52,620","69,160","93,500","88,680","97,070","100,000","94,830","77,680","61,460","50,320","45,890"
Palo Verde Irrigation District,Diversion,2016,25610,45260,62710,67820,85960,91900,96870,94810,72010,58870,42330,31070
Palo Verde Irrigation District,Measured Returns,2016,27258,27944,29315,28611,33520,34328,37836,37610,36488,34841,30320,33328
Palo Verde Irrigation District,Unmeasured Returns,2016,2121,2861,4135,4762,6207,6185,7079,6965,5648,4336,2998,2409
Palo Verde Irrigation District,Consumptive Use,2016,-3769,14455,29260,34447,46233,51387,51955,50235,29874,19693,9012,-4667
Robert B. Griffith Water Project,Diversion,2012,"25,863","24,920","31,051","33,813","43,531","40,277","43,231","40,294","32,425","37,088","29,682","25,678"
Robert B. Griffith Water Project,Diversion,2013,"25,090","23,610","31,114","34,521","41,645","41,040","44,292","42,315","31,807","35,280","26,784","23,760"
Robert B. Griffith Water Project,Diversion,2014,"24,892","23,532","31,547","35,088","43,851","41,504","42,967","40,439","35,581","37,584","28,860","24,192"
Robert B. Griffith Water Project,Diversion,2015,"23,364","23,059","32,320","36,014","40,792","40,193","44,540","43,712","40,517","36,781","28,914","25,798"
Robert B. Griffith Water Project,Diversion,2016,26034,26311,34090,33995,38079,42175,46500,45224,37607,39922,32339,26774
Unit 'B' I.D.D.,Unmeasured Returns,2012,0,0,0,0,0,0,0,0,0,0,0,0
Unit 'B' I.D.D.,Consumptive Use,2012,704,557,779,"1,696","2,678","2,610","2,296","2,483",922,"2,414","1,676","1,172"
Unit 'B' I.D.D.,Measured Returns,2012,771,974,"1,177",699,306,550,750,913,"1,091",201,169,178
Unit 'B' I.D.D.,Diversion,2012,"1,475","1,531","1,956","2,395","2,984","3,160","3,046","3,396","2,013","2,615","1,845","1,350"
Unit 'B' I.D.D.,Unmeasured Returns,2013,0,0,0,0,0,0,0,0,0,0,0,0
Unit 'B' I.D.D.,Measured Returns,2013,293,384,766,805,819,975,949,"1,225","1,117",630,236,603
Unit 'B' I.D.D.,Consumptive Use,2013,916,"1,026",911,"1,823","2,480","2,166","2,624","1,865","1,527","2,137","1,616",628
Unit 'B' I.D.D.,Diversion,2013,"1,209","1,410","1,677","2,628","3,299","3,141","3,573","3,090","2,644","2,767","1,852","1,231"
Unit 'B' I.D.D.,Unmeasured Returns,2014,0,0,0,0,0,0,0,0,0,0,0,0
Unit 'B' I.D.D.,Consumptive Use,2014,342,615,"1,121","2,094","2,617","2,488","2,900","2,245","2,072","2,081","1,520",274
Unit 'B' I.D.D.,Measured Returns 5,2014,"1,182","1,022",658,438,316,930,911,689,"1,057",280,225,618
Unit 'B' I.D.D.,Diversion,2014,"1,524","1,637","1,779","2,532","2,933","3,418","3,811","2,934","3,129","2,361","1,745",892
Unit 'B' I.D.D.,Unmeasured Returns,2015,0,0,0,0,0,0,0,0,0,0,0,0
Unit 'B' I.D.D.,Measured Returns 5,2015,423,553,474,711,482,999,"1,610","1,481",609,112,624,665
Unit 'B' I.D.D.,Consumptive Use,2015,750,991,"1,580","2,207","2,277","2,120","1,976","1,983","1,593","2,074","1,432",557
Unit 'B' I.D.D.,Diversion,2015,"1,173","1,544","2,054","2,918","2,759","3,119","3,586","3,464","2,202","2,186","2,056","1,222"
Unit 'B' I.D.D.,Diversion,2016,926,1712,2021,2231,2928,3395,3400,3622,3092,2240,1649,981
Unit 'B' I.D.D.,Measured Returns,2016,707,683,835,744,600,834,786,789,660,171,259,263
Unit 'B' I.D.D.,Unmeasured Returns,2016,0,0,0,0,0,0,0,0,0,0,0,0
Unit 'B' I.D.D.,Consumptive Use,2016,219,1029,1186,1487,2328,2561,2614,2833,2432,2069,1390,718
Wellton-Mohawk I.D.D.,Unmeasured Returns,2013,0,0,0,0,0,0,0,0,0,0,0,0
Wellton-Mohawk I.D.D.,DOME RETURN,2013,337,334,332,255,383,214,206,189,424,308,559,687
Wellton-Mohawk I.D.D.,GGMC RETURN,2013,"1,272","1,082","1,750","1,468","1,129","2,183","2,328","4,262","2,481","1,923","1,551","1,340"
Wellton-Mohawk I.D.D.,Consumptive Use,2013,"7,013","9,787","25,632","34,530","33,228","31,135","23,624","25,036","23,379","21,234","8,108","1,331"
Wellton-Mohawk I.D.D.,MOD RETURN 4,2013,"10,170","9,000","9,440","9,400","9,700","8,870","9,690","9,010","8,140","8,450","8,230","7,760"
Wellton-Mohawk I.D.D.,TOTAL RETURNS,2013,"11,779","10,416","11,522","11,123","11,212","11,267","12,224","13,461","11,045","10,681","10,340","9,787"
Wellton-Mohawk I.D.D.,Diversion,2013,"18,792","20,203","37,154","45,653","44,440","42,402","35,848","38,497","34,424","31,915","18,448","11,118"
Wellton-Mohawk I.D.D.,Unmeasured Returns,2014,0,0,0,0,0,0,0,0,0,0,0,0
Wellton-Mohawk I.D.D.,Dome Return,2014,612,415,323,420,346,251,184,209,266,393,277,300
Wellton-Mohawk I.D.D.,GGMC Return,2014,"1,433","1,771","1,381",922,"1,085","1,349",911,640,763,529,720,"1,873"
Wellton-Mohawk I.D.D.,MOD Return 3,2014,"8,490","7,760","9,900","8,840","9,770","9,280","9,310","9,550","8,860","9,770","9,790","10,070"
Wellton-Mohawk I.D.D.,Total Returns,2014,"10,535","9,946","11,604","10,182","11,201","10,880","10,405","10,399","9,889","10,692","10,787","12,243"
Wellton-Mohawk I.D.D.,Consumptive Use,2014,"11,348","13,267","24,549","32,596","32,580","29,738","29,146","18,065","26,421","22,192","11,828","4,593"
Wellton-Mohawk I.D.D.,Diversion,2014,"21,883","23,213","36,153","42,778","43,781","40,618","39,551","28,464","36,310","32,884","22,615","16,836"
Wellton-Mohawk I.D.D.,Unmeasured Returns,2015,0,0,0,0,0,0,0,0,0,0,0,0
Wellton-Mohawk I.D.D.,Dome Return,2015,327,310,249,250,476,251,235,205,133,358,416,281
Wellton-Mohawk I.D.D.,GGMC Return,2015,"1,573",844,"1,421","2,631","1,839","1,673",868,"1,412",942,"1,151","1,229","1,100"
Wellton-Mohawk I.D.D.,Consumptive Use,2015,"5,954","14,104","26,964","34,489","24,019","22,698","20,900","22,575","26,960","22,334","12,964","10,602"
Wellton-Mohawk I.D.D.,MOD Return 3,2015,"9,760","8,870","9,690","8,440","9,300","9,140","8,940","8,780","9,440","9,500","6,960","7,350"
Wellton-Mohawk I.D.D.,Total Returns,2015,"11,660","10,024","11,360","11,321","11,615","11,064","10,043","10,397","10,515","11,009","8,605","8,731"
Wellton-Mohawk I.D.D.,Diversion,2015,"17,614","24,128","38,324","45,810","35,634","33,762","30,943","32,972","37,475","33,343","21,569","19,333"
Wellton-Mohawk I.D.D.,Diversion,2016,14423,27893,39880,40794,38912,37553,36101,33844,38380,36813,23049,17061
Wellton-Mohawk I.D.D.,GGMC Return,2016,904,1307,3468,3147,2260,1716,1568,1699,1966,1656,714,1057
Wellton-Mohawk I.D.D.,Dome Return,2016,441,649,417,504,455,437,447,315,588,558,678,570
Wellton-Mohawk I.D.D.,MOD Return,2016,2770,8780,8440,8570,9220,8080,8470,8350,9220,9820,7900,9510
Wellton-Mohawk I.D.D.,Total Returns,2016,4115,10736,12325,12221,11935,10233,10485,10364,11774,12034,9292,11137
Wellton-Mohawk I.D.D.,Unmeasured Returns,2016,0,0,0,0,0,0,0,0,0,0,0,0
Wellton-Mohawk I.D.D.,Consumptive Use,2016,10308,17157,27555,28573,26977,27320,25616,23480,26606,24779,13757,5924
Yuma County WUA,Diversion,2013,293,259,165,5,0,66,266,122,9,110,102,0
Yuma County WUA,Unmeasured Returns,2013,431,507,775,"1,033",865,665,583,517,513,837,536,418
Yuma County WUA,Consumptive Use,2013,"8,740","13,080","25,131","37,967","30,241","22,240","17,619","15,357","15,993","27,475","12,731","9,797"
Yuma County WUA,Measured Returns,2013,"11,338","10,568","10,976","10,170","10,102","8,763","9,547","8,728","7,945","11,539","12,264","9,677"
Yuma County WUA,Diversion,2013,"20,216","23,896","36,717","49,165","41,208","31,602","27,483","24,480","24,442","39,741","25,429","19,892"
Yuma County WUA,Diversion,2014,79,123,99,0,98,100,87,71,0,90,89,120
Yuma County WUA,Unmeasured Returns,2014,435,504,797,951,731,601,709,367,529,833,644,432
Yuma County WUA,Measured Returns,2014,"7,112","8,892","10,543","10,552","10,354","7,904","9,602","6,905","7,524","12,097","13,819","11,634"
Yuma County WUA,Consumptive Use,2014,"13,176","14,618","26,614","33,767","23,744","20,109","23,463","10,189","17,136","26,750","16,204","8,488"
Yuma County WUA,Diversion,2014,"20,644","23,891","37,855","45,270","34,731","28,514","33,687","17,390","25,189","39,590","30,578","20,434"
Yuma County WUA,Diversion,2015,50,43,47,7,18,87,113,120,21,112,109,76
Yuma County WUA,Unmeasured Returns,2015,441,565,835,"1,032",652,564,681,449,453,799,621,458
Yuma County WUA,Consumptive Use,2015,"9,470","16,565","28,344","37,269","19,802","16,836","24,258","13,716","10,031","25,337","17,131","9,559"
Yuma County WUA,Measured Returns,2015,"11,088","9,796","10,576","10,849","10,597","9,445","7,481","7,234","11,086","11,901","11,800","11,800"
Yuma County WUA,Diversion,2015,"20,949","26,883","39,708","49,143","31,033","26,758","32,307","21,279","21,549","37,925","29,443","21,741"
Yuma County WUA,Diversion,2016,15402,24242,36136,43243,36188,29140,31981,21879,26777,37125,29388,16930
Yuma County WUA,Diversion,2016,169,50,62,109,247,50,67,146,6,52,169,255
Yuma County WUA,Measured Returns,2016,9244,9306,8797,8998,10402,8963,8784,8292,10062,11854,12881,11850
Yuma County WUA,Unmeasured Returns,2016,327,510,760,910,765,613,673,463,562,781,621,361
Yuma County WUA,Consumptive Use,2016,6000,14476,26641,33444,25268,19614,22591,13270,16159,24542,16055,4974
Yuma Irrigation District,Diversion,2012,72,95,114,176,88,59,60,45,63,34,25,7
Yuma Irrigation District,Unmeasured Returns,2012,769,"1,058","1,501","1,688","1,961","1,564","1,016","1,440","1,286","1,311",935,731
Yuma Irrigation District,Measured Returns,2012,"1,108","1,311","1,664","1,913","2,160","1,701","1,122","1,581","1,500","1,534","1,114","1,192"
Yuma Irrigation District,Consumptive Use,2012,"1,734","2,600","3,884","4,324","5,085","4,079","2,632","3,740","3,251","3,309","2,341","1,509"
Yuma Irrigation District,Diversion,2012,"3,539","4,874","6,935","7,749","9,118","7,285","4,710","6,716","5,974","6,120","4,365","3,425"
Yuma Irrigation District,Diversion,2013,16,66,58,132,49,147,83,128,53,46,22,14
Yuma Irrigation District,Unmeasured Returns,2013,667,848,"1,504","2,027","1,736","1,447","1,285","1,126","1,152","1,273",792,709
Yuma Irrigation District,Measured Returns,2013,838,930,"1,679","1,981","1,686","1,713","1,636","1,662","1,538","1,480","1,093","1,189"
Yuma Irrigation District,Consumptive Use,2013,"1,628","2,204","3,877","5,510","4,726","3,634","3,113","2,499","2,718","3,223","1,833","1,430"
Yuma Irrigation District,Diversion,2013,"3,117","3,916","7,002","9,386","8,099","6,647","5,951","5,159","5,355","5,930","3,696","3,314"
Yuma Irrigation District,Diversion,2014,10,21,72,117,93,28,28,28,66,35,21,4
Yuma Irrigation District,Unmeasured Returns,2014,844,"1,012","1,531","1,901","1,722","1,343","1,316",940,"1,227","1,354","1,016",725
Yuma Irrigation District,Measured Returns,2014,"1,100","1,329","1,614","1,720","1,637","1,369","1,260","1,007","1,205","1,290","1,110","1,173"
Yuma Irrigation District,Consumptive Use,2014,"2,017","2,410","4,043","5,303","4,725","3,595","3,603","2,467","3,329","3,715","2,643","1,505"
Yuma Irrigation District,Diversion,2014,"3,951","4,730","7,116","8,807","7,991","6,279","6,151","4,386","5,695","6,324","4,748","3,399"
Yuma Irrigation District,Diversion,2015,21,49,150,230,58,44,71,45,48,31,11,57
Yuma Irrigation District,Unmeasured Returns,2015,641,"1,071","1,629","2,061","1,541","1,164","1,473",818,"1,295","1,387","1,082",771
Yuma Irrigation District,Measured Returns,2015,974,"1,121","1,676","2,277","1,744","1,218","1,401",951,"1,266","1,504","1,285",941
Yuma Irrigation District,Consumptive Use,2015,"1,394","2,834","4,344","5,338","3,949","3,082","4,042","2,072","3,518","3,621","2,712","1,907"
Yuma Irrigation District,Diversion,2015,"2,988","4,977","7,499","9,446","7,176","5,420","6,845","3,796","6,031","6,481","5,068","3,562"
Yuma Irrigation District,Diversion,2016,2681,4811,8094,9346,8760,6033,6791,4285,5028,6000,4058,3127
Yuma Irrigation District,Diversion,2016,30,77,169,229,136,89,153,121,149,156,95,57
Yuma Irrigation District,Measured Returns,2016,745,1107,2274,2424,2070,1432,1560,1159,1307,1472,984,899
Yuma Irrigation District,Unmeasured Returns,2016,577,1041,1760,2039,1895,1304,1479,938,1103,1311,885,678
Yuma Irrigation District,Consumptive Use,2016,1389,2740,4229,5112,4931,3386,3905,2309,2767,3373,2284,1607
Yuma Mesa I.D.D.,Unmeasured Returns,2012,"1,788","1,894","2,359","2,972","3,800","3,781","3,630","3,980","2,561","2,764","1,643","1,414"
Yuma Mesa I.D.D.,Measured Returns,2012,"4,652","5,795","6,919","4,305","2,162","3,425","4,638","5,508","6,486","1,291",949,"1,164"
Yuma Mesa I.D.D.,Consumptive Use,2012,"4,736","4,147","5,466","11,298","17,788","16,427","14,417","15,388","6,960","13,218","7,678","6,258"
Yuma Mesa I.D.D.,Diversion,2012,"11,176","11,836","14,744","18,575","23,750","23,633","22,685","24,876","16,007","17,273","10,270","8,836"
Yuma Mesa I.D.D.,Unmeasured Returns,2013,"1,615","1,603","2,185","3,168","3,843","4,232","4,290","3,262","2,853","3,038","1,844","1,493"
Yuma Mesa I.D.D.,Measured Returns,2013,"1,954","2,322","4,606","4,774","4,825","6,126","5,952","7,361","6,602","3,839","1,451","3,788"
Yuma Mesa I.D.D.,Consumptive Use,2013,"6,522","6,096","6,867","11,855","15,349","16,090","16,573","9,767","8,375","12,113","8,228","4,050"
Yuma Mesa I.D.D.,Diversion,2013,"10,091","10,021","13,658","19,797","24,017","26,448","26,815","20,390","17,830","18,990","11,523","9,331"
Yuma Mesa I.D.D.,Unmeasured Returns,2014,"1,886","1,747","2,284","2,893","3,470","3,550","3,918","3,151","2,765","2,302","1,758","1,284"
Yuma Mesa I.D.D.,Consumptive Use,2014,"2,922","3,216","8,050","12,598","16,255","13,238","15,316","12,546","8,539","10,479","7,903","2,800"
Yuma Mesa I.D.D.,Measured Returns 5,2014,"6,977","5,958","3,943","2,592","1,964","5,397","5,252","3,999","5,978","1,609","1,324","3,941"
Yuma Mesa I.D.D.,Diversion,2014,"11,785","10,921","14,277","18,083","21,689","22,185","24,486","19,696","17,282","14,390","10,985","8,025"
Yuma Mesa I.D.D.,Unmeasured Returns,2015,"1,422","1,572","2,297","2,877","2,766","3,318","3,559","3,225","2,396","2,184","1,884","1,484"
Yuma Mesa I.D.D.,Measured Returns 5,2015,"2,666","3,183","2,823","4,143","2,844","5,865","9,194","8,425","3,539",692,"3,546","3,946"
Yuma Mesa I.D.D.,Consumptive Use,2015,"4,800","5,068","9,235","10,959","11,676","11,557","9,492","8,509","9,042","10,773","6,348","3,842"
Yuma Mesa I.D.D.,Diversion,2015,"8,888","9,823","14,355","17,979","17,286","20,740","22,245","20,159","14,977","13,649","11,778","9,272"
Yuma Mesa I.D.D.,Diversion,2016,7443,11001,16297,16814,19703,23381,22805,24300,17740,14306,11279,7481
Yuma Mesa I.D.D.,Measured Returns,2016,4192,3951,5296,4647,3642,4981,4663,4729,3754,1069,1548,1652
Yuma Mesa I.D.D.,Unmeasured Returns,2016,1191,1760,2608,2690,3152,3741,3649,3888,2838,2289,1805,1197
Yuma Mesa I.D.D.,Consumptive Use,2016,2060,5290,8393,9477,12909,14659,14493,15683,11148,10948,7926,4632
