User,month,year,parameter,value,NormValue,PlotValue,alpha,UserNorm,UserNormValue,MoYear,dx,dy
Met. Water District of So. Cal.,11,2014,Consumptive Use,NA,NA,0.711737492312534,0.5,NA,0.711737492312534,2014-11-01,1424007.529,26405193.45
Mohave Valley I.D.D.,11,2014,Consumptive Use,1205,0.44828869047619,0.44828869047619,0.5,0.44828869047619,0.44828869047619,2014-11-01,1172486.567,26495712.85
North Gila Valley I.D.D.,11,2014,Consumptive Use,494,0.245648930880159,0.245648930880159,0.5,0.245648930880159,0.245648930880159,2014-11-01,1905787.703,26266424.52
Palo Verde Irrigation District,11,2014,Consumptive Use,10114,0.150871906559064,0.150871906559064,0.5,0.150871906559064,0.150871906559064,2014-11-01,699103.7691,26197040.05
Robert B. Griffith Water Project,11,2014,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2014-11-01,699103.7691,26919087.4
Unit 'B' I.D.D.,11,2014,Consumptive Use,1520,0.488745980707395,0.488745980707395,0.5,0.488745980707395,0.488745980707395,2014-11-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,11,2014,Consumptive Use,11828,0.342542716478425,0.342542716478425,0.5,0.342542716478425,0.342542716478425,2014-11-01,1905787.703,25988886.65
Yuma County WUA,11,2014,Consumptive Use,16204,0.426791687518108,0.426791687518108,0.5,0.426791687518108,0.426791687518108,2014-11-01,1905787.703,25572579.84
Yuma Irrigation District,11,2014,Consumptive Use,2643,0.47967332123412,0.47967332123412,0.5,0.47967332123412,0.47967332123412,2014-11-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,11,2014,Consumptive Use,7903,0.444288284236564,0.444288284236564,0.5,0.444288284236564,0.444288284236564,2014-11-01,1905787.703,25850117.71
Bard Unit,12,2014,Diversion,2463,0.374828793182164,0.374828793182164,0.5,0.374828793182164,0.374828793182164,2014-12-01,699103.7691,25572579.84
Bullhead City,12,2014,Diversion,806,0.699045967042498,0.699045967042498,0.5,0.699045967042498,0.699045967042498,2014-12-01,699103.7691,26543962.39
Central Arizona Project,12,2014,Diversion,131792,0.702901913097276,0.702901913097276,0.5,0.702901913097276,0.702901913097276,2014-12-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,12,2014,Diversion,15,0.375,0.375,0.5,0.375,0.375,2014-12-01,1424007.529,26543962.39
Cibola Valley I.D.D.,12,2014,Diversion,650,0.291088222122705,0.291088222122705,0.5,0.291088222122705,0.291088222122705,2014-12-01,699103.7691,26335808.99
City of Yuma,12,2014,Diversion,2480,1,1,0.5,1,1,2014-12-01,1905787.703,26405193.45
Coachella Valley Water District,12,2014,Diversion,23496,0.555776326994039,0.555776326994039,0.5,0.555776326994039,0.555776326994039,2014-12-01,699103.7691,25711348.78
Cocopah Indian Reservation,12,2014,Diversion,226,0.14125,0.14125,0.5,0.14125,0.14125,2014-12-01,699103.7691,25850117.71
Colorado River Indian Reservation,12,2014,Diversion,30328,0.378522752801977,0.378522752801977,0.5,0.378522752801977,0.378522752801977,2014-12-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,12,2014,Diversion,2315,0.154890940719925,0.154890940719925,0.5,0.154890940719925,0.154890940719925,2014-12-01,1424007.529,26266424.52
Imperial Irrigation District,12,2014,Diversion,103100,0.308142923322922,0.308142923322922,0.5,0.308142923322922,0.308142923322922,2014-12-01,699103.7691,25988886.65
Lake Havasu City,12,2014,Diversion,793,0.591791044776119,0.591791044776119,0.5,0.591791044776119,0.591791044776119,2014-12-01,1424007.529,26682731.33
Met. Water District of So. Cal.,12,2014,Diversion,NA,NA,0.712419748900305,0.5,NA,0.712419748900305,2014-12-01,1424007.529,26405193.45
Mohave Valley I.D.D.,12,2014,Diversion,686,0.137806347930896,0.137806347930896,0.5,0.137806347930896,0.137806347930896,2014-12-01,1172486.567,26495712.85
North Gila Valley I.D.D.,12,2014,Diversion,2855,0.47838471849866,0.47838471849866,0.5,0.47838471849866,0.47838471849866,2014-12-01,1905787.703,26266424.52
Palo Verde Irrigation District,12,2014,Diversion,44290,0.376936170212766,0.376936170212766,0.5,0.376936170212766,0.376936170212766,2014-12-01,699103.7691,26197040.05
Robert B. Griffith Water Project,12,2014,Diversion,24192,0.511805026656512,0.511805026656512,0.5,0.511805026656512,0.511805026656512,2014-12-01,699103.7691,26919087.4
Unit 'B' I.D.D.,12,2014,Diversion,892,0.234059302020467,0.234059302020467,0.5,0.234059302020467,0.234059302020467,2014-12-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,12,2014,Diversion,16836,0.367518009168304,0.367518009168304,0.5,0.367518009168304,0.367518009168304,2014-12-01,1905787.703,25988886.65
Yuma County WUA,12,2014,Diversion,20554,0.418019117347976,0.418019117347976,0.5,0.418019117347976,0.418019117347976,2014-12-01,1905787.703,25572579.84
Yuma Irrigation District,12,2014,Diversion,3403,0.351694915254237,0.351694915254237,0.5,0.351694915254237,0.351694915254237,2014-12-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,12,2014,Diversion,8025,0.299272795077382,0.299272795077382,0.5,0.299272795077382,0.299272795077382,2014-12-01,1905787.703,25850117.71
Bard Unit,12,2014,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2014-12-01,699103.7691,25572579.84
Bullhead City,12,2014,Consumptive Use,540,0.698576972833118,0.698576972833118,0.5,0.698576972833118,0.698576972833118,2014-12-01,699103.7691,26543962.39
Central Arizona Project,12,2014,Consumptive Use,131792,0.702901913097276,0.702901913097276,0.5,0.702901913097276,0.702901913097276,2014-12-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,12,2014,Consumptive Use,8,0.363636363636364,0.363636363636364,0.5,0.363636363636364,0.363636363636364,2014-12-01,1424007.529,26543962.39
Cibola Valley I.D.D.,12,2014,Consumptive Use,465,0.291170945522855,0.291170945522855,0.5,0.291170945522855,0.291170945522855,2014-12-01,699103.7691,26335808.99
City of Yuma,12,2014,Consumptive Use,1455,0.910513141426784,0.910513141426784,0.5,0.910513141426784,0.910513141426784,2014-12-01,1905787.703,26405193.45
Coachella Valley Water District,12,2014,Consumptive Use,21086,0.530999748174263,0.530999748174263,0.5,0.530999748174263,0.530999748174263,2014-12-01,699103.7691,25711348.78
Cocopah Indian Reservation,12,2014,Consumptive Use,143,0.14228855721393,0.14228855721393,0.5,0.14228855721393,0.14228855721393,2014-12-01,699103.7691,25850117.71
Colorado River Indian Reservation,12,2014,Consumptive Use,8040,0.149392396595934,0.149392396595934,0.5,0.149392396595934,0.149392396595934,2014-12-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,12,2014,Consumptive Use,1271,0.156008346630662,0.156008346630662,0.5,0.156008346630662,0.156008346630662,2014-12-01,1424007.529,26266424.52
Imperial Irrigation District,12,2014,Consumptive Use,96707,0.276282032968603,0.276282032968603,0.5,0.276282032968603,0.276282032968603,2014-12-01,699103.7691,25988886.65
Lake Havasu City,12,2014,Consumptive Use,492,0.592057761732852,0.592057761732852,0.5,0.592057761732852,0.592057761732852,2014-12-01,1424007.529,26682731.33
Met. Water District of So. Cal.,12,2014,Consumptive Use,NA,NA,0.711737492312534,0.5,NA,0.711737492312534,2014-12-01,1424007.529,26405193.45
Mohave Valley I.D.D.,12,2014,Consumptive Use,371,0.138020833333333,0.138020833333333,0.5,0.138020833333333,0.138020833333333,2014-12-01,1172486.567,26495712.85
North Gila Valley I.D.D.,12,2014,Consumptive Use,-58,-0.0288413724515167,-0.0288413724515167,0.5,-0.0288413724515167,-0.0288413724515167,2014-12-01,1905787.703,26266424.52
Palo Verde Irrigation District,12,2014,Consumptive Use,5664,0.0844906544147262,0.0844906544147262,0.5,0.0844906544147262,0.0844906544147262,2014-12-01,699103.7691,26197040.05
Robert B. Griffith Water Project,12,2014,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2014-12-01,699103.7691,26919087.4
Unit 'B' I.D.D.,12,2014,Consumptive Use,274,0.0881028938906752,0.0881028938906752,0.5,0.0881028938906752,0.0881028938906752,2014-12-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,12,2014,Consumptive Use,4593,0.133014769765421,0.133014769765421,0.5,0.133014769765421,0.133014769765421,2014-12-01,1905787.703,25988886.65
Yuma County WUA,12,2014,Consumptive Use,8488,0.223562567492823,0.223562567492823,0.5,0.223562567492823,0.223562567492823,2014-12-01,1905787.703,25572579.84
Yuma Irrigation District,12,2014,Consumptive Use,1505,0.273139745916515,0.273139745916515,0.5,0.273139745916515,0.273139745916515,2014-12-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,12,2014,Consumptive Use,2800,0.157409489543512,0.157409489543512,0.5,0.157409489543512,0.157409489543512,2014-12-01,1905787.703,25850117.71
Bard Unit,1,2015,Diversion,2331,0.35474052655608,0.35474052655608,0.5,0.35474052655608,0.35474052655608,2015-01-01,699103.7691,25572579.84
Bullhead City,1,2015,Diversion,631,0.547267996530789,0.547267996530789,0.5,0.547267996530789,0.547267996530789,2015-01-01,699103.7691,26543962.39
Central Arizona Project,1,2015,Diversion,180492,0.962639402230436,0.962639402230436,0.5,0.962639402230436,0.962639402230436,2015-01-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,1,2015,Diversion,12,0.3,0.3,0.5,0.3,0.3,2015-01-01,1424007.529,26543962.39
Cibola Valley I.D.D.,1,2015,Diversion,273,0.122257053291536,0.122257053291536,0.5,0.122257053291536,0.122257053291536,2015-01-01,699103.7691,26335808.99
City of Yuma,1,2015,Diversion,2028,0.817741935483871,0.817741935483871,0.5,0.817741935483871,0.817741935483871,2015-01-01,1905787.703,26405193.45
Coachella Valley Water District,1,2015,Diversion,19891,0.470503358879743,0.470503358879743,0.5,0.470503358879743,0.470503358879743,2015-01-01,699103.7691,25711348.78
Cocopah Indian Reservation,1,2015,Diversion,98,0.06125,0.06125,0.5,0.06125,0.06125,2015-01-01,699103.7691,25850117.71
Colorado River Indian Reservation,1,2015,Diversion,28183,0.351751079603605,0.351751079603605,0.5,0.351751079603605,0.351751079603605,2015-01-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,1,2015,Diversion,2486,0.166332128997725,0.166332128997725,0.5,0.166332128997725,0.166332128997725,2015-01-01,1424007.529,26266424.52
Imperial Irrigation District,1,2015,Diversion,128815,0.384999327525143,0.384999327525143,0.5,0.384999327525143,0.384999327525143,2015-01-01,699103.7691,25988886.65
Lake Havasu City,1,2015,Diversion,792,0.591044776119403,0.591044776119403,0.5,0.591044776119403,0.591044776119403,2015-01-01,1424007.529,26682731.33
Met. Water District of So. Cal.,1,2015,Diversion,104934,0.965363066817542,0.965363066817542,0.5,0.965363066817542,0.965363066817542,2015-01-01,1424007.529,26405193.45
Mohave Valley I.D.D.,1,2015,Diversion,1393,0.279831257533146,0.279831257533146,0.5,0.279831257533146,0.279831257533146,2015-01-01,1172486.567,26495712.85
North Gila Valley I.D.D.,1,2015,Diversion,1950,0.326742627345845,0.326742627345845,0.5,0.326742627345845,0.326742627345845,2015-01-01,1905787.703,26266424.52
Palo Verde Irrigation District,1,2015,Diversion,35630,0.303234042553191,0.303234042553191,0.5,0.303234042553191,0.303234042553191,2015-01-01,699103.7691,26197040.05
Robert B. Griffith Water Project,1,2015,Diversion,23364,0.494287890327494,0.494287890327494,0.5,0.494287890327494,0.494287890327494,2015-01-01,699103.7691,26919087.4
Unit 'B' I.D.D.,1,2015,Diversion,1173,0.307793230123327,0.307793230123327,0.5,0.307793230123327,0.307793230123327,2015-01-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,1,2015,Diversion,17614,0.38450120061122,0.38450120061122,0.5,0.38450120061122,0.38450120061122,2015-01-01,1905787.703,25988886.65
Yuma County WUA,1,2015,Diversion,20999,0.427069351230425,0.427069351230425,0.5,0.427069351230425,0.427069351230425,2015-01-01,1905787.703,25572579.84
Yuma Irrigation District,1,2015,Diversion,3009,0.310975609756098,0.310975609756098,0.5,0.310975609756098,0.310975609756098,2015-01-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,1,2015,Diversion,8888,0.331456274473243,0.331456274473243,0.5,0.331456274473243,0.331456274473243,2015-01-01,1905787.703,25850117.71
Bard Unit,1,2015,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2015-01-01,699103.7691,25572579.84
Bullhead City,1,2015,Consumptive Use,423,0.547218628719276,0.547218628719276,0.5,0.547218628719276,0.547218628719276,2015-01-01,699103.7691,26543962.39
Central Arizona Project,1,2015,Consumptive Use,180492,0.962639402230436,0.962639402230436,0.5,0.962639402230436,0.962639402230436,2015-01-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,1,2015,Consumptive Use,6,0.272727272727273,0.272727272727273,0.5,0.272727272727273,0.272727272727273,2015-01-01,1424007.529,26543962.39
Cibola Valley I.D.D.,1,2015,Consumptive Use,195,0.122103944896681,0.122103944896681,0.5,0.122103944896681,0.122103944896681,2015-01-01,699103.7691,26335808.99
City of Yuma,1,2015,Consumptive Use,1090,0.682102628285357,0.682102628285357,0.5,0.682102628285357,0.682102628285357,2015-01-01,1905787.703,26405193.45
Coachella Valley Water District,1,2015,Consumptive Use,18626,0.469050616973055,0.469050616973055,0.5,0.469050616973055,0.469050616973055,2015-01-01,699103.7691,25711348.78
Cocopah Indian Reservation,1,2015,Consumptive Use,65,0.0646766169154229,0.0646766169154229,0.5,0.0646766169154229,0.0646766169154229,2015-01-01,699103.7691,25850117.71
Colorado River Indian Reservation,1,2015,Consumptive Use,6863,0.127522390278346,0.127522390278346,0.5,0.127522390278346,0.127522390278346,2015-01-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,1,2015,Consumptive Use,1369,0.16803731434884,0.16803731434884,0.5,0.16803731434884,0.16803731434884,2015-01-01,1424007.529,26266424.52
Imperial Irrigation District,1,2015,Consumptive Use,117003,0.334265634374196,0.334265634374196,0.5,0.334265634374196,0.334265634374196,2015-01-01,699103.7691,25988886.65
Lake Havasu City,1,2015,Consumptive Use,491,0.590854392298436,0.590854392298436,0.5,0.590854392298436,0.590854392298436,2015-01-01,1424007.529,26682731.33
Met. Water District of So. Cal.,1,2015,Consumptive Use,104691,0.965080799048664,0.965080799048664,0.5,0.965080799048664,0.965080799048664,2015-01-01,1424007.529,26405193.45
Mohave Valley I.D.D.,1,2015,Consumptive Use,752,0.279761904761905,0.279761904761905,0.5,0.279761904761905,0.279761904761905,2015-01-01,1172486.567,26495712.85
North Gila Valley I.D.D.,1,2015,Consumptive Use,-91,-0.0452511188463451,-0.0452511188463451,0.5,-0.0452511188463451,-0.0452511188463451,2015-01-01,1905787.703,26266424.52
Palo Verde Irrigation District,1,2015,Consumptive Use,3236,0.0482718498739502,0.0482718498739502,0.5,0.0482718498739502,0.0482718498739502,2015-01-01,699103.7691,26197040.05
Robert B. Griffith Water Project,1,2015,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2015-01-01,699103.7691,26919087.4
Unit 'B' I.D.D.,1,2015,Consumptive Use,750,0.241157556270096,0.241157556270096,0.5,0.241157556270096,0.241157556270096,2015-01-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,1,2015,Consumptive Use,5954,0.172429771213438,0.172429771213438,0.5,0.172429771213438,0.172429771213438,2015-01-01,1905787.703,25988886.65
Yuma County WUA,1,2015,Consumptive Use,9470,0.249427134090131,0.249427134090131,0.5,0.249427134090131,0.249427134090131,2015-01-01,1905787.703,25572579.84
Yuma Irrigation District,1,2015,Consumptive Use,1394,0.252994555353902,0.252994555353902,0.5,0.252994555353902,0.252994555353902,2015-01-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,1,2015,Consumptive Use,4800,0.26984483921745,0.26984483921745,0.5,0.26984483921745,0.26984483921745,2015-01-01,1905787.703,25850117.71
Bard Unit,2,2015,Diversion,3136,0.477248516207579,0.477248516207579,0.5,0.477248516207579,0.477248516207579,2015-02-01,699103.7691,25572579.84
Bullhead City,2,2015,Diversion,596,0.516912402428447,0.516912402428447,0.5,0.516912402428447,0.516912402428447,2015-02-01,699103.7691,26543962.39
Central Arizona Project,2,2015,Diversion,109441,0.583694672448092,0.583694672448092,0.5,0.583694672448092,0.583694672448092,2015-02-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,2,2015,Diversion,11,0.275,0.275,0.5,0.275,0.275,2015-02-01,1424007.529,26543962.39
Cibola Valley I.D.D.,2,2015,Diversion,909,0.407075682937752,0.407075682937752,0.5,0.407075682937752,0.407075682937752,2015-02-01,699103.7691,26335808.99
City of Yuma,2,2015,Diversion,1812,0.730645161290323,0.730645161290323,0.5,0.730645161290323,0.730645161290323,2015-02-01,1905787.703,26405193.45
Coachella Valley Water District,2,2015,Diversion,22229,0.525806604219888,0.525806604219888,0.5,0.525806604219888,0.525806604219888,2015-02-01,699103.7691,25711348.78
Cocopah Indian Reservation,2,2015,Diversion,225,0.140625,0.140625,0.5,0.140625,0.140625,2015-02-01,699103.7691,25850117.71
Colorado River Indian Reservation,2,2015,Diversion,37406,0.466863033873343,0.466863033873343,0.5,0.466863033873343,0.466863033873343,2015-02-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,2,2015,Diversion,6945,0.464672822159775,0.464672822159775,0.5,0.464672822159775,0.464672822159775,2015-02-01,1424007.529,26266424.52
Imperial Irrigation District,2,2015,Diversion,154677,0.462295081967213,0.462295081967213,0.5,0.462295081967213,0.462295081967213,2015-02-01,699103.7691,25988886.65
Lake Havasu City,2,2015,Diversion,728,0.543283582089552,0.543283582089552,0.5,0.543283582089552,0.543283582089552,2015-02-01,1424007.529,26682731.33
Met. Water District of So. Cal.,2,2015,Diversion,54259,0.49916742564329,0.49916742564329,0.5,0.49916742564329,0.49916742564329,2015-02-01,1424007.529,26405193.45
Mohave Valley I.D.D.,2,2015,Diversion,1901,0.381880273202089,0.381880273202089,0.5,0.381880273202089,0.381880273202089,2015-02-01,1172486.567,26495712.85
North Gila Valley I.D.D.,2,2015,Diversion,3300,0.552949061662198,0.552949061662198,0.5,0.552949061662198,0.552949061662198,2015-02-01,1905787.703,26266424.52
Palo Verde Irrigation District,2,2015,Diversion,52620,0.447829787234043,0.447829787234043,0.5,0.447829787234043,0.447829787234043,2015-02-01,699103.7691,26197040.05
Robert B. Griffith Water Project,2,2015,Diversion,23059,0.487835321993738,0.487835321993738,0.5,0.487835321993738,0.487835321993738,2015-02-01,699103.7691,26919087.4
Unit 'B' I.D.D.,2,2015,Diversion,1544,0.405143007084755,0.405143007084755,0.5,0.405143007084755,0.405143007084755,2015-02-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,2,2015,Diversion,24128,0.526697227679546,0.526697227679546,0.5,0.526697227679546,0.526697227679546,2015-02-01,1905787.703,25988886.65
Yuma County WUA,2,2015,Diversion,26926,0.547610331502949,0.547610331502949,0.5,0.547610331502949,0.547610331502949,2015-02-01,1905787.703,25572579.84
Yuma Irrigation District,2,2015,Diversion,5026,0.519429516329062,0.519429516329062,0.5,0.519429516329062,0.519429516329062,2015-02-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,2,2015,Diversion,9823,0.366324818198769,0.366324818198769,0.5,0.366324818198769,0.366324818198769,2015-02-01,1905787.703,25850117.71
Bard Unit,2,2015,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2015-02-01,699103.7691,25572579.84
Bullhead City,2,2015,Consumptive Use,399,0.516170763260026,0.516170763260026,0.5,0.516170763260026,0.516170763260026,2015-02-01,699103.7691,26543962.39
Central Arizona Project,2,2015,Consumptive Use,109441,0.583694672448092,0.583694672448092,0.5,0.583694672448092,0.583694672448092,2015-02-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,2,2015,Consumptive Use,6,0.272727272727273,0.272727272727273,0.5,0.272727272727273,0.272727272727273,2015-02-01,1424007.529,26543962.39
Cibola Valley I.D.D.,2,2015,Consumptive Use,650,0.407013149655604,0.407013149655604,0.5,0.407013149655604,0.407013149655604,2015-02-01,699103.7691,26335808.99
City of Yuma,2,2015,Consumptive Use,1034,0.647058823529412,0.647058823529412,0.5,0.647058823529412,0.647058823529412,2015-02-01,1905787.703,26405193.45
Coachella Valley Water District,2,2015,Consumptive Use,21372,0.538201964240745,0.538201964240745,0.5,0.538201964240745,0.538201964240745,2015-02-01,699103.7691,25711348.78
Cocopah Indian Reservation,2,2015,Consumptive Use,145,0.144278606965174,0.144278606965174,0.5,0.144278606965174,0.144278606965174,2015-02-01,699103.7691,25850117.71
Colorado River Indian Reservation,2,2015,Consumptive Use,14735,0.273793154706604,0.273793154706604,0.5,0.273793154706604,0.273793154706604,2015-02-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,2,2015,Consumptive Use,3700,0.454154903645514,0.454154903645514,0.5,0.454154903645514,0.454154903645514,2015-02-01,1424007.529,26266424.52
Imperial Irrigation District,2,2015,Consumptive Use,157031,0.448621546724566,0.448621546724566,0.5,0.448621546724566,0.448621546724566,2015-02-01,699103.7691,25988886.65
Lake Havasu City,2,2015,Consumptive Use,451,0.542719614921781,0.542719614921781,0.5,0.542719614921781,0.542719614921781,2015-02-01,1424007.529,26682731.33
Met. Water District of So. Cal.,2,2015,Consumptive Use,54039,0.498151716000332,0.498151716000332,0.5,0.498151716000332,0.498151716000332,2015-02-01,1424007.529,26405193.45
Mohave Valley I.D.D.,2,2015,Consumptive Use,984,0.366071428571429,0.366071428571429,0.5,0.366071428571429,0.366071428571429,2015-02-01,1172486.567,26495712.85
North Gila Valley I.D.D.,2,2015,Consumptive Use,897,0.446046742913973,0.446046742913973,0.5,0.446046742913973,0.446046742913973,2015-02-01,1905787.703,26266424.52
Palo Verde Irrigation District,2,2015,Consumptive Use,20962,0.312692990438116,0.312692990438116,0.5,0.312692990438116,0.312692990438116,2015-02-01,699103.7691,26197040.05
Robert B. Griffith Water Project,2,2015,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2015-02-01,699103.7691,26919087.4
Unit 'B' I.D.D.,2,2015,Consumptive Use,991,0.318649517684887,0.318649517684887,0.5,0.318649517684887,0.318649517684887,2015-02-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,2,2015,Consumptive Use,14104,0.408456414711845,0.408456414711845,0.5,0.408456414711845,0.408456414711845,2015-02-01,1905787.703,25988886.65
Yuma County WUA,2,2015,Consumptive Use,16565,0.436299944688809,0.436299944688809,0.5,0.436299944688809,0.436299944688809,2015-02-01,1905787.703,25572579.84
Yuma Irrigation District,2,2015,Consumptive Use,2834,0.514337568058076,0.514337568058076,0.5,0.514337568058076,0.514337568058076,2015-02-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,2,2015,Consumptive Use,5068,0.284911176073758,0.284911176073758,0.5,0.284911176073758,0.284911176073758,2015-02-01,1905787.703,25850117.71
Bard Unit,3,2015,Diversion,6065,0.922994977933344,0.922994977933344,0.5,0.922994977933344,0.922994977933344,2015-03-01,699103.7691,25572579.84
Bullhead City,3,2015,Diversion,738,0.640069384215091,0.640069384215091,0.5,0.640069384215091,0.640069384215091,2015-03-01,699103.7691,26543962.39
Central Arizona Project,3,2015,Diversion,146368,0.780641823602511,0.780641823602511,0.5,0.780641823602511,0.780641823602511,2015-03-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,3,2015,Diversion,15,0.375,0.375,0.5,0.375,0.375,2015-03-01,1424007.529,26543962.39
Cibola Valley I.D.D.,3,2015,Diversion,1045,0.467980295566502,0.467980295566502,0.5,0.467980295566502,0.467980295566502,2015-03-01,699103.7691,26335808.99
City of Yuma,3,2015,Diversion,2232,0.9,0.9,0.5,0.9,0.9,2015-03-01,1905787.703,26405193.45
Coachella Valley Water District,3,2015,Diversion,27418,0.648547639322547,0.648547639322547,0.5,0.648547639322547,0.648547639322547,2015-03-01,699103.7691,25711348.78
Cocopah Indian Reservation,3,2015,Diversion,250,0.15625,0.15625,0.5,0.15625,0.15625,2015-03-01,699103.7691,25850117.71
Colorado River Indian Reservation,3,2015,Diversion,49961,0.623561568607873,0.623561568607873,0.5,0.623561568607873,0.623561568607873,2015-03-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,3,2015,Diversion,8543,0.571591061153486,0.571591061153486,0.5,0.571591061153486,0.571591061153486,2015-03-01,1424007.529,26266424.52
Imperial Irrigation District,3,2015,Diversion,226712,0.677591643379111,0.677591643379111,0.5,0.677591643379111,0.677591643379111,2015-03-01,699103.7691,25988886.65
Lake Havasu City,3,2015,Diversion,857,0.63955223880597,0.63955223880597,0.5,0.63955223880597,0.63955223880597,2015-03-01,1424007.529,26682731.33
Met. Water District of So. Cal.,3,2015,Diversion,86138,0.792445192688065,0.792445192688065,0.5,0.792445192688065,0.792445192688065,2015-03-01,1424007.529,26405193.45
Mohave Valley I.D.D.,3,2015,Diversion,2604,0.523101647247891,0.523101647247891,0.5,0.523101647247891,0.523101647247891,2015-03-01,1172486.567,26495712.85
North Gila Valley I.D.D.,3,2015,Diversion,4868,0.815683646112601,0.815683646112601,0.5,0.815683646112601,0.815683646112601,2015-03-01,1905787.703,26266424.52
Palo Verde Irrigation District,3,2015,Diversion,69160,0.588595744680851,0.588595744680851,0.5,0.588595744680851,0.588595744680851,2015-03-01,699103.7691,26197040.05
Robert B. Griffith Water Project,3,2015,Diversion,32320,0.683760683760684,0.683760683760684,0.5,0.683760683760684,0.683760683760684,2015-03-01,699103.7691,26919087.4
Unit 'B' I.D.D.,3,2015,Diversion,2054,0.538966150616636,0.538966150616636,0.5,0.538966150616636,0.538966150616636,2015-03-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,3,2015,Diversion,38324,0.836585898275486,0.836585898275486,0.5,0.836585898275486,0.836585898275486,2015-03-01,1905787.703,25988886.65
Yuma County WUA,3,2015,Diversion,39755,0.808521456172463,0.808521456172463,0.5,0.808521456172463,0.808521456172463,2015-03-01,1905787.703,25572579.84
Yuma Irrigation District,3,2015,Diversion,7649,0.790512608515916,0.790512608515916,0.5,0.790512608515916,0.790512608515916,2015-03-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,3,2015,Diversion,14355,0.535334700727205,0.535334700727205,0.5,0.535334700727205,0.535334700727205,2015-03-01,1905787.703,25850117.71
Bard Unit,3,2015,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2015-03-01,699103.7691,25572579.84
Bullhead City,3,2015,Consumptive Use,494,0.639068564036222,0.639068564036222,0.5,0.639068564036222,0.639068564036222,2015-03-01,699103.7691,26543962.39
Central Arizona Project,3,2015,Consumptive Use,146368,0.780641823602511,0.780641823602511,0.5,0.780641823602511,0.780641823602511,2015-03-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,3,2015,Consumptive Use,8,0.363636363636364,0.363636363636364,0.5,0.363636363636364,0.363636363636364,2015-03-01,1424007.529,26543962.39
Cibola Valley I.D.D.,3,2015,Consumptive Use,747,0.467752035065748,0.467752035065748,0.5,0.467752035065748,0.467752035065748,2015-03-01,699103.7691,26335808.99
City of Yuma,3,2015,Consumptive Use,1348,0.843554443053817,0.843554443053817,0.5,0.843554443053817,0.843554443053817,2015-03-01,1905787.703,26405193.45
Coachella Valley Water District,3,2015,Consumptive Use,26610,0.670108285066734,0.670108285066734,0.5,0.670108285066734,0.670108285066734,2015-03-01,699103.7691,25711348.78
Cocopah Indian Reservation,3,2015,Consumptive Use,163,0.162189054726368,0.162189054726368,0.5,0.162189054726368,0.162189054726368,2015-03-01,699103.7691,25850117.71
Colorado River Indian Reservation,3,2015,Consumptive Use,24035,0.44659779256011,0.44659779256011,0.5,0.44659779256011,0.44659779256011,2015-03-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,3,2015,Consumptive Use,4654,0.571253222044924,0.571253222044924,0.5,0.571253222044924,0.571253222044924,2015-03-01,1424007.529,26266424.52
Imperial Irrigation District,3,2015,Consumptive Use,234845,0.670928206153758,0.670928206153758,0.5,0.670928206153758,0.670928206153758,2015-03-01,699103.7691,25988886.65
