User,month,year,parameter,value,NormValue,PlotValue,alpha,UserNorm,UserNormValue,MoYear,dx,dy
Bullhead City,7,2013,Diversion,1011,0.876843018213356,0.876843018213356,0.5,0.876843018213356,0.876843018213356,2013-07-01,699103.7691,26543962.39
Central Arizona Project,7,2013,Diversion,80301,0.428278852461639,0.428278852461639,0.5,0.428278852461639,0.428278852461639,2013-07-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,7,2013,Diversion,28,0.7,0.7,0.5,0.7,0.7,2013-07-01,1424007.529,26543962.39
Cibola Valley I.D.D.,7,2013,Diversion,851,0.381101656963726,0.381101656963726,0.5,0.381101656963726,0.381101656963726,2013-07-01,699103.7691,26335808.99
City of Yuma,7,2013,Diversion,2257,0.91008064516129,0.91008064516129,0.5,0.91008064516129,0.91008064516129,2013-07-01,1905787.703,26405193.45
Coachella Valley Water District,7,2013,Diversion,35528,0.840382249976346,0.840382249976346,0.5,0.840382249976346,0.840382249976346,2013-07-01,699103.7691,25711348.78
Cocopah Indian Reservation,7,2013,Diversion,368,0.23,0.23,0.5,0.23,0.23,2013-07-01,699103.7691,25850117.71
Colorado River Indian Reservation,7,2013,Diversion,71809,0.896245725268965,0.896245725268965,0.5,0.896245725268965,0.896245725268965,2013-07-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,7,2013,Diversion,14375,0.961795798206878,0.961795798206878,0.5,0.961795798206878,0.961795798206878,2013-07-01,1424007.529,26266424.52
Imperial Irrigation District,7,2013,Diversion,268700,0.803084418010371,0.803084418010371,0.5,0.803084418010371,0.803084418010371,2013-07-01,699103.7691,25988886.65
Lake Havasu City,7,2013,Diversion,1320,0.985074626865672,0.985074626865672,0.5,0.985074626865672,0.985074626865672,2013-07-01,1424007.529,26682731.33
Met. Water District of So. Cal.,7,2013,Diversion,NA,NA,0.712419748900305,0.5,NA,0.712419748900305,2013-07-01,1424007.529,26405193.45
Mohave Valley I.D.D.,7,2013,Diversion,3780,0.759341100843712,0.759341100843712,0.5,0.759341100843712,0.759341100843712,2013-07-01,1172486.567,26495712.85
North Gila Valley I.D.D.,7,2013,Diversion,5000,0.837801608579088,0.837801608579088,0.5,0.837801608579088,0.837801608579088,2013-07-01,1905787.703,26266424.52
Palo Verde Irrigation District,7,2013,Diversion,109200,0.92936170212766,0.92936170212766,0.5,0.92936170212766,0.92936170212766,2013-07-01,699103.7691,26197040.05
Robert B. Griffith Water Project,7,2013,Diversion,44292,0.937039857831937,0.937039857831937,0.5,0.937039857831937,0.937039857831937,2013-07-01,699103.7691,26919087.4
Unit 'B' I.D.D.,7,2013,Diversion,3573,0.937549199685122,0.937549199685122,0.5,0.937549199685122,0.937549199685122,2013-07-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,7,2013,Diversion,35848,0.782536564068981,0.782536564068981,0.5,0.782536564068981,0.782536564068981,2013-07-01,1905787.703,25988886.65
Yuma County WUA,7,2013,Diversion,27749,0.564348179784421,0.564348179784421,0.5,0.564348179784421,0.564348179784421,2013-07-01,1905787.703,25572579.84
Yuma Irrigation District,7,2013,Diversion,6034,0.623604795369988,0.623604795369988,0.5,0.623604795369988,0.623604795369988,2013-07-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,7,2013,Diversion,26815,1,1,0.5,1,1,2013-07-01,1905787.703,25850117.71
Bard Unit,7,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-07-01,699103.7691,25572579.84
Bullhead City,7,2013,Consumptive Use,677,0.875808538163001,0.875808538163001,0.5,0.875808538163001,0.875808538163001,2013-07-01,699103.7691,26543962.39
Central Arizona Project,7,2013,Consumptive Use,80301,0.428278852461639,0.428278852461639,0.5,0.428278852461639,0.428278852461639,2013-07-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,7,2013,Consumptive Use,15,0.681818181818182,0.681818181818182,0.5,0.681818181818182,0.681818181818182,2013-07-01,1424007.529,26543962.39
Cibola Valley I.D.D.,7,2013,Consumptive Use,608,0.380713838447088,0.380713838447088,0.5,0.380713838447088,0.380713838447088,2013-07-01,699103.7691,26335808.99
City of Yuma,7,2013,Consumptive Use,1344,0.841051314142678,0.841051314142678,0.5,0.841051314142678,0.841051314142678,2013-07-01,1905787.703,26405193.45
Coachella Valley Water District,7,2013,Consumptive Use,33839,0.852153110047847,0.852153110047847,0.5,0.852153110047847,0.852153110047847,2013-07-01,699103.7691,25711348.78
Cocopah Indian Reservation,7,2013,Consumptive Use,242,0.240796019900498,0.240796019900498,0.5,0.240796019900498,0.240796019900498,2013-07-01,699103.7691,25850117.71
Colorado River Indian Reservation,7,2013,Consumptive Use,44504,0.826935226132521,0.826935226132521,0.5,0.826935226132521,0.826935226132521,2013-07-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,7,2013,Consumptive Use,7840,0.962317417454278,0.962317417454278,0.5,0.962317417454278,0.962317417454278,2013-07-01,1424007.529,26266424.52
Imperial Irrigation District,7,2013,Consumptive Use,274824,0.7851441305031,0.7851441305031,0.5,0.7851441305031,0.7851441305031,2013-07-01,699103.7691,25988886.65
Lake Havasu City,7,2013,Consumptive Use,818,0.984356197352587,0.984356197352587,0.5,0.984356197352587,0.984356197352587,2013-07-01,1424007.529,26682731.33
Met. Water District of So. Cal.,7,2013,Consumptive Use,NA,NA,0.711737492312534,0.5,NA,0.711737492312534,2013-07-01,1424007.529,26405193.45
Mohave Valley I.D.D.,7,2013,Consumptive Use,2043,0.760044642857143,0.760044642857143,0.5,0.760044642857143,0.760044642857143,2013-07-01,1172486.567,26495712.85
North Gila Valley I.D.D.,7,2013,Consumptive Use,1594,0.792640477374441,0.792640477374441,0.5,0.792640477374441,0.792640477374441,2013-07-01,1905787.703,26266424.52
Palo Verde Irrigation District,7,2013,Consumptive Use,56603,0.844354610140669,0.844354610140669,0.5,0.844354610140669,0.844354610140669,2013-07-01,699103.7691,26197040.05
Robert B. Griffith Water Project,7,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-07-01,699103.7691,26919087.4
Unit 'B' I.D.D.,7,2013,Consumptive Use,2624,0.843729903536978,0.843729903536978,0.5,0.843729903536978,0.843729903536978,2013-07-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,7,2013,Consumptive Use,23624,0.684158702577469,0.684158702577469,0.5,0.684158702577469,0.684158702577469,2013-07-01,1905787.703,25988886.65
Yuma County WUA,7,2013,Consumptive Use,17619,0.464060894987753,0.464060894987753,0.5,0.464060894987753,0.464060894987753,2013-07-01,1905787.703,25572579.84
Yuma Irrigation District,7,2013,Consumptive Use,3113,0.56497277676951,0.56497277676951,0.5,0.56497277676951,0.56497277676951,2013-07-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,7,2013,Consumptive Use,16573,0.931695525073083,0.931695525073083,0.5,0.931695525073083,0.931695525073083,2013-07-01,1905787.703,25850117.71
Bard Unit,8,2013,Diversion,4179,0.63597625932126,0.63597625932126,0.5,0.63597625932126,0.63597625932126,2013-08-01,699103.7691,25572579.84
Bullhead City,8,2013,Diversion,922,0.799653078924545,0.799653078924545,0.5,0.799653078924545,0.799653078924545,2013-08-01,699103.7691,26543962.39
Central Arizona Project,8,2013,Diversion,95266,0.508093462828739,0.508093462828739,0.5,0.508093462828739,0.508093462828739,2013-08-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,8,2013,Diversion,23,0.575,0.575,0.5,0.575,0.575,2013-08-01,1424007.529,26543962.39
Cibola Valley I.D.D.,8,2013,Diversion,753,0.337214509628303,0.337214509628303,0.5,0.337214509628303,0.337214509628303,2013-08-01,699103.7691,26335808.99
City of Yuma,8,2013,Diversion,2333,0.940725806451613,0.940725806451613,0.5,0.940725806451613,0.940725806451613,2013-08-01,1905787.703,26405193.45
Coachella Valley Water District,8,2013,Diversion,34905,0.825645756457565,0.825645756457565,0.5,0.825645756457565,0.825645756457565,2013-08-01,699103.7691,25711348.78
Cocopah Indian Reservation,8,2013,Diversion,333,0.208125,0.208125,0.5,0.208125,0.208125,2013-08-01,699103.7691,25850117.71
Colorado River Indian Reservation,8,2013,Diversion,71479,0.892127006315369,0.892127006315369,0.5,0.892127006315369,0.892127006315369,2013-08-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,8,2013,Diversion,9092,0.608323297203265,0.608323297203265,0.5,0.608323297203265,0.608323297203265,2013-08-01,1424007.529,26266424.52
Imperial Irrigation District,8,2013,Diversion,225044,0.672606363106535,0.672606363106535,0.5,0.672606363106535,0.672606363106535,2013-08-01,699103.7691,25988886.65
Lake Havasu City,8,2013,Diversion,1294,0.965671641791045,0.965671641791045,0.5,0.965671641791045,0.965671641791045,2013-08-01,1424007.529,26682731.33
Met. Water District of So. Cal.,8,2013,Diversion,NA,NA,0.712419748900305,0.5,NA,0.712419748900305,2013-08-01,1424007.529,26405193.45
Mohave Valley I.D.D.,8,2013,Diversion,2848,0.572117316191242,0.572117316191242,0.5,0.572117316191242,0.572117316191242,2013-08-01,1172486.567,26495712.85
North Gila Valley I.D.D.,8,2013,Diversion,3430,0.574731903485255,0.574731903485255,0.5,0.574731903485255,0.574731903485255,2013-08-01,1905787.703,26266424.52
Palo Verde Irrigation District,8,2013,Diversion,109400,0.931063829787234,0.931063829787234,0.5,0.931063829787234,0.931063829787234,2013-08-01,699103.7691,26197040.05
Robert B. Griffith Water Project,8,2013,Diversion,42315,0.895214521452145,0.895214521452145,0.5,0.895214521452145,0.895214521452145,2013-08-01,699103.7691,26919087.4
Unit 'B' I.D.D.,8,2013,Diversion,3090,0.810810810810811,0.810810810810811,0.5,0.810810810810811,0.810810810810811,2013-08-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,8,2013,Diversion,38497,0.840362366295569,0.840362366295569,0.5,0.840362366295569,0.840362366295569,2013-08-01,1905787.703,25988886.65
Yuma County WUA,8,2013,Diversion,24602,0.500345739271914,0.500345739271914,0.5,0.500345739271914,0.500345739271914,2013-08-01,1905787.703,25572579.84
Yuma Irrigation District,8,2013,Diversion,5287,0.546403472509301,0.546403472509301,0.5,0.546403472509301,0.546403472509301,2013-08-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,8,2013,Diversion,20390,0.760395301137423,0.760395301137423,0.5,0.760395301137423,0.760395301137423,2013-08-01,1905787.703,25850117.71
Bard Unit,8,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-08-01,699103.7691,25572579.84
Bullhead City,8,2013,Consumptive Use,618,0.799482535575679,0.799482535575679,0.5,0.799482535575679,0.799482535575679,2013-08-01,699103.7691,26543962.39
Central Arizona Project,8,2013,Consumptive Use,95266,0.508093462828739,0.508093462828739,0.5,0.508093462828739,0.508093462828739,2013-08-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,8,2013,Consumptive Use,12,0.545454545454545,0.545454545454545,0.5,0.545454545454545,0.545454545454545,2013-08-01,1424007.529,26543962.39
Cibola Valley I.D.D.,8,2013,Consumptive Use,538,0.336881653099562,0.336881653099562,0.5,0.336881653099562,0.336881653099562,2013-08-01,699103.7691,26335808.99
City of Yuma,8,2013,Consumptive Use,1392,0.871088861076345,0.871088861076345,0.5,0.871088861076345,0.871088861076345,2013-08-01,1905787.703,26405193.45
Coachella Valley Water District,8,2013,Consumptive Use,33679,0.848123898262402,0.848123898262402,0.5,0.848123898262402,0.848123898262402,2013-08-01,699103.7691,25711348.78
Cocopah Indian Reservation,8,2013,Consumptive Use,217,0.21592039800995,0.21592039800995,0.5,0.21592039800995,0.21592039800995,2013-08-01,699103.7691,25850117.71
Colorado River Indian Reservation,8,2013,Consumptive Use,43834,0.814485859749526,0.814485859749526,0.5,0.814485859749526,0.814485859749526,2013-08-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,8,2013,Consumptive Use,4953,0.607953848042224,0.607953848042224,0.5,0.607953848042224,0.607953848042224,2013-08-01,1424007.529,26266424.52
Imperial Irrigation District,8,2013,Consumptive Use,221592,0.633065737222524,0.633065737222524,0.5,0.633065737222524,0.633065737222524,2013-08-01,699103.7691,25988886.65
Lake Havasu City,8,2013,Consumptive Use,802,0.965102286401925,0.965102286401925,0.5,0.965102286401925,0.965102286401925,2013-08-01,1424007.529,26682731.33
Met. Water District of So. Cal.,8,2013,Consumptive Use,NA,NA,0.711737492312534,0.5,NA,0.711737492312534,2013-08-01,1424007.529,26405193.45
Mohave Valley I.D.D.,8,2013,Consumptive Use,1513,0.562872023809524,0.562872023809524,0.5,0.562872023809524,0.562872023809524,2013-08-01,1172486.567,26495712.85
North Gila Valley I.D.D.,8,2013,Consumptive Use,733,0.364495275982098,0.364495275982098,0.5,0.364495275982098,0.364495275982098,2013-08-01,1905787.703,26266424.52
Palo Verde Irrigation District,8,2013,Consumptive Use,58503,0.872697167236004,0.872697167236004,0.5,0.872697167236004,0.872697167236004,2013-08-01,699103.7691,26197040.05
Robert B. Griffith Water Project,8,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-08-01,699103.7691,26919087.4
Unit 'B' I.D.D.,8,2013,Consumptive Use,1865,0.59967845659164,0.59967845659164,0.5,0.59967845659164,0.59967845659164,2013-08-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,8,2013,Consumptive Use,25036,0.725050680567622,0.725050680567622,0.5,0.725050680567622,0.725050680567622,2013-08-01,1905787.703,25988886.65
Yuma County WUA,8,2013,Consumptive Use,15357,0.404482840361366,0.404482840361366,0.5,0.404482840361366,0.404482840361366,2013-08-01,1905787.703,25572579.84
Yuma Irrigation District,8,2013,Consumptive Use,2499,0.453539019963702,0.453539019963702,0.5,0.453539019963702,0.453539019963702,2013-08-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,8,2013,Consumptive Use,9767,0.549078030132674,0.549078030132674,0.5,0.549078030132674,0.549078030132674,2013-08-01,1905787.703,25850117.71
Bard Unit,9,2013,Diversion,3116,0.474204839446051,0.474204839446051,0.5,0.474204839446051,0.474204839446051,2013-09-01,699103.7691,25572579.84
Bullhead City,9,2013,Diversion,889,0.77103209019948,0.77103209019948,0.5,0.77103209019948,0.77103209019948,2013-09-01,699103.7691,26543962.39
Central Arizona Project,9,2013,Diversion,149252,0.796023403041115,0.796023403041115,0.5,0.796023403041115,0.796023403041115,2013-09-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,9,2013,Diversion,20,0.5,0.5,0.5,0.5,0.5,2013-09-01,1424007.529,26543962.39
Cibola Valley I.D.D.,9,2013,Diversion,769,0.344379758172862,0.344379758172862,0.5,0.344379758172862,0.344379758172862,2013-09-01,699103.7691,26335808.99
City of Yuma,9,2013,Diversion,1937,0.781048387096774,0.781048387096774,0.5,0.781048387096774,0.781048387096774,2013-09-01,1905787.703,26405193.45
Coachella Valley Water District,9,2013,Diversion,29258,0.692071151480746,0.692071151480746,0.5,0.692071151480746,0.692071151480746,2013-09-01,699103.7691,25711348.78
Cocopah Indian Reservation,9,2013,Diversion,262,0.16375,0.16375,0.5,0.16375,0.16375,2013-09-01,699103.7691,25850117.71
Colorado River Indian Reservation,9,2013,Diversion,46241,0.577132373130975,0.577132373130975,0.5,0.577132373130975,0.577132373130975,2013-09-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,9,2013,Diversion,4687,0.313595610865783,0.313595610865783,0.5,0.313595610865783,0.313595610865783,2013-09-01,1424007.529,26266424.52
Imperial Irrigation District,9,2013,Diversion,203419,0.607974057414409,0.607974057414409,0.5,0.607974057414409,0.607974057414409,2013-09-01,699103.7691,25988886.65
Lake Havasu City,9,2013,Diversion,1134,0.846268656716418,0.846268656716418,0.5,0.846268656716418,0.846268656716418,2013-09-01,1424007.529,26682731.33
Met. Water District of So. Cal.,9,2013,Diversion,NA,NA,0.712419748900305,0.5,NA,0.712419748900305,2013-09-01,1424007.529,26405193.45
Mohave Valley I.D.D.,9,2013,Diversion,1411,0.283447167537164,0.283447167537164,0.5,0.283447167537164,0.283447167537164,2013-09-01,1172486.567,26495712.85
North Gila Valley I.D.D.,9,2013,Diversion,4023,0.674095174262735,0.674095174262735,0.5,0.674095174262735,0.674095174262735,2013-09-01,1905787.703,26266424.52
Palo Verde Irrigation District,9,2013,Diversion,86740,0.738212765957447,0.738212765957447,0.5,0.738212765957447,0.738212765957447,2013-09-01,699103.7691,26197040.05
Robert B. Griffith Water Project,9,2013,Diversion,31807,0.672907675382923,0.672907675382923,0.5,0.672907675382923,0.672907675382923,2013-09-01,699103.7691,26919087.4
Unit 'B' I.D.D.,9,2013,Diversion,2644,0.693781159800577,0.693781159800577,0.5,0.693781159800577,0.693781159800577,2013-09-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,9,2013,Diversion,34424,0.751451648111766,0.751451648111766,0.5,0.751451648111766,0.751451648111766,2013-09-01,1905787.703,25988886.65
Yuma County WUA,9,2013,Diversion,24451,0.49727476103315,0.49727476103315,0.5,0.49727476103315,0.49727476103315,2013-09-01,1905787.703,25572579.84
Yuma Irrigation District,9,2013,Diversion,5408,0.558908639933857,0.558908639933857,0.5,0.558908639933857,0.558908639933857,2013-09-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,9,2013,Diversion,17830,0.664926347193735,0.664926347193735,0.5,0.664926347193735,0.664926347193735,2013-09-01,1905787.703,25850117.71
Bard Unit,9,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-09-01,699103.7691,25572579.84
Bullhead City,9,2013,Consumptive Use,596,0.771021992238034,0.771021992238034,0.5,0.771021992238034,0.771021992238034,2013-09-01,699103.7691,26543962.39
Central Arizona Project,9,2013,Consumptive Use,149252,0.796023403041115,0.796023403041115,0.5,0.796023403041115,0.796023403041115,2013-09-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,9,2013,Consumptive Use,11,0.5,0.5,0.5,0.5,0.5,2013-09-01,1424007.529,26543962.39
Cibola Valley I.D.D.,9,2013,Consumptive Use,550,0.344395742016281,0.344395742016281,0.5,0.344395742016281,0.344395742016281,2013-09-01,699103.7691,26335808.99
City of Yuma,9,2013,Consumptive Use,1020,0.638297872340426,0.638297872340426,0.5,0.638297872340426,0.638297872340426,2013-09-01,1905787.703,26405193.45
Coachella Valley Water District,9,2013,Consumptive Use,27528,0.693225887685721,0.693225887685721,0.5,0.693225887685721,0.693225887685721,2013-09-01,699103.7691,25711348.78
Cocopah Indian Reservation,9,2013,Consumptive Use,169,0.1681592039801,0.1681592039801,0.5,0.1681592039801,0.1681592039801,2013-09-01,699103.7691,25850117.71
Colorado River Indian Reservation,9,2013,Consumptive Use,22627,0.420435542011966,0.420435542011966,0.5,0.420435542011966,0.420435542011966,2013-09-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,9,2013,Consumptive Use,2435,0.298883024426169,0.298883024426169,0.5,0.298883024426169,0.298883024426169,2013-09-01,1424007.529,26266424.52
Imperial Irrigation District,9,2013,Consumptive Use,197532,0.564328771819558,0.564328771819558,0.5,0.564328771819558,0.564328771819558,2013-09-01,699103.7691,25988886.65
Lake Havasu City,9,2013,Consumptive Use,703,0.845968712394705,0.845968712394705,0.5,0.845968712394705,0.845968712394705,2013-09-01,1424007.529,26682731.33
Met. Water District of So. Cal.,9,2013,Consumptive Use,NA,NA,0.711737492312534,0.5,NA,0.711737492312534,2013-09-01,1424007.529,26405193.45
Mohave Valley I.D.D.,9,2013,Consumptive Use,762,0.283482142857143,0.283482142857143,0.5,0.283482142857143,0.283482142857143,2013-09-01,1172486.567,26495712.85
North Gila Valley I.D.D.,9,2013,Consumptive Use,1021,0.507707608155147,0.507707608155147,0.5,0.507707608155147,0.507707608155147,2013-09-01,1905787.703,26266424.52
Palo Verde Irrigation District,9,2013,Consumptive Use,38503,0.574354460969315,0.574354460969315,0.5,0.574354460969315,0.574354460969315,2013-09-01,699103.7691,26197040.05
Robert B. Griffith Water Project,9,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-09-01,699103.7691,26919087.4
Unit 'B' I.D.D.,9,2013,Consumptive Use,1527,0.490996784565916,0.490996784565916,0.5,0.490996784565916,0.490996784565916,2013-09-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,9,2013,Consumptive Use,23379,0.677063423110339,0.677063423110339,0.5,0.677063423110339,0.677063423110339,2013-09-01,1905787.703,25988886.65
Yuma County WUA,9,2013,Consumptive Use,15993,0.421234229725815,0.421234229725815,0.5,0.421234229725815,0.421234229725815,2013-09-01,1905787.703,25572579.84
Yuma Irrigation District,9,2013,Consumptive Use,2718,0.493284936479129,0.493284936479129,0.5,0.493284936479129,0.493284936479129,2013-09-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,9,2013,Consumptive Use,8375,0.470823026759613,0.470823026759613,0.5,0.470823026759613,0.470823026759613,2013-09-01,1905787.703,25850117.71
Bard Unit,10,2013,Diversion,4425,0.673413483488054,0.673413483488054,0.5,0.673413483488054,0.673413483488054,2013-10-01,699103.7691,25572579.84
Bullhead City,10,2013,Diversion,683,0.592367736339983,0.592367736339983,0.5,0.592367736339983,0.592367736339983,2013-10-01,699103.7691,26543962.39
Central Arizona Project,10,2013,Diversion,186039,0.992223875582009,0.992223875582009,0.5,0.992223875582009,0.992223875582009,2013-10-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,10,2013,Diversion,18,0.45,0.45,0.5,0.45,0.45,2013-10-01,1424007.529,26543962.39
Cibola Valley I.D.D.,10,2013,Diversion,476,0.213166144200627,0.213166144200627,0.5,0.213166144200627,0.213166144200627,2013-10-01,699103.7691,26335808.99
City of Yuma,10,2013,Diversion,1927,0.777016129032258,0.777016129032258,0.5,0.777016129032258,0.777016129032258,2013-10-01,1905787.703,26405193.45
Coachella Valley Water District,10,2013,Diversion,28212,0.667328980982117,0.667328980982117,0.5,0.667328980982117,0.667328980982117,2013-10-01,699103.7691,25711348.78
Cocopah Indian Reservation,10,2013,Diversion,219,0.136875,0.136875,0.5,0.136875,0.136875,2013-10-01,699103.7691,25850117.71
Colorado River Indian Reservation,10,2013,Diversion,45431,0.567022790244877,0.567022790244877,0.5,0.567022790244877,0.567022790244877,2013-10-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,10,2013,Diversion,4148,0.277532450153887,0.277532450153887,0.5,0.277532450153887,0.277532450153887,2013-10-01,1424007.529,26266424.52
Imperial Irrigation District,10,2013,Diversion,244953,0.732109927223277,0.732109927223277,0.5,0.732109927223277,0.732109927223277,2013-10-01,699103.7691,25988886.65
Lake Havasu City,10,2013,Diversion,1089,0.812686567164179,0.812686567164179,0.5,0.812686567164179,0.812686567164179,2013-10-01,1424007.529,26682731.33
Met. Water District of So. Cal.,10,2013,Diversion,NA,NA,0.712419748900305,0.5,NA,0.712419748900305,2013-10-01,1424007.529,26405193.45
Mohave Valley I.D.D.,10,2013,Diversion,2576,0.517476898352752,0.517476898352752,0.5,0.517476898352752,0.517476898352752,2013-10-01,1172486.567,26495712.85
North Gila Valley I.D.D.,10,2013,Diversion,4929,0.825904825737265,0.825904825737265,0.5,0.825904825737265,0.825904825737265,2013-10-01,1905787.703,26266424.52
Palo Verde Irrigation District,10,2013,Diversion,74800,0.636595744680851,0.636595744680851,0.5,0.636595744680851,0.636595744680851,2013-10-01,699103.7691,26197040.05
Robert B. Griffith Water Project,10,2013,Diversion,35280,0.746382330540746,0.746382330540746,0.5,0.746382330540746,0.746382330540746,2013-10-01,699103.7691,26919087.4
Unit 'B' I.D.D.,10,2013,Diversion,2767,0.726056153240619,0.726056153240619,0.5,0.726056153240619,0.726056153240619,2013-10-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,10,2013,Diversion,31915,0.696681947173106,0.696681947173106,0.5,0.696681947173106,0.696681947173106,2013-10-01,1905787.703,25988886.65
Yuma County WUA,10,2013,Diversion,39851,0.810473866178564,0.810473866178564,0.5,0.810473866178564,0.810473866178564,2013-10-01,1905787.703,25572579.84
Yuma Irrigation District,10,2013,Diversion,5976,0.61761058288549,0.61761058288549,0.5,0.61761058288549,0.61761058288549,2013-10-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,10,2013,Diversion,18990,0.708185716949469,0.708185716949469,0.5,0.708185716949469,0.708185716949469,2013-10-01,1905787.703,25850117.71
Bard Unit,10,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-10-01,699103.7691,25572579.84
Bullhead City,10,2013,Consumptive Use,458,0.592496765847348,0.592496765847348,0.5,0.592496765847348,0.592496765847348,2013-10-01,699103.7691,26543962.39
Central Arizona Project,10,2013,Consumptive Use,186039,0.992223875582009,0.992223875582009,0.5,0.992223875582009,0.992223875582009,2013-10-01,1424007.529,26127655.58
Chemehuevi Indian Reservation,10,2013,Consumptive Use,10,0.454545454545455,0.454545454545455,0.5,0.454545454545455,0.454545454545455,2013-10-01,1424007.529,26543962.39
Cibola Valley I.D.D.,10,2013,Consumptive Use,340,0.212899185973701,0.212899185973701,0.5,0.212899185973701,0.212899185973701,2013-10-01,699103.7691,26335808.99
City of Yuma,10,2013,Consumptive Use,1045,0.653942428035044,0.653942428035044,0.5,0.653942428035044,0.653942428035044,2013-10-01,1905787.703,26405193.45
Coachella Valley Water District,10,2013,Consumptive Use,27103,0.682523293880635,0.682523293880635,0.5,0.682523293880635,0.682523293880635,2013-10-01,699103.7691,25711348.78
Cocopah Indian Reservation,10,2013,Consumptive Use,141,0.140298507462687,0.140298507462687,0.5,0.140298507462687,0.140298507462687,2013-10-01,699103.7691,25850117.71
Colorado River Indian Reservation,10,2013,Consumptive Use,18464,0.343082240142703,0.343082240142703,0.5,0.343082240142703,0.343082240142703,2013-10-01,1172486.567,25877855.74
Fort Mojave Indian Reservation,10,2013,Consumptive Use,2206,0.270774518227568,0.270774518227568,0.5,0.270774518227568,0.270774518227568,2013-10-01,1424007.529,26266424.52
Imperial Irrigation District,10,2013,Consumptive Use,249196,0.711927549067223,0.711927549067223,0.5,0.711927549067223,0.711927549067223,2013-10-01,699103.7691,25988886.65
Lake Havasu City,10,2013,Consumptive Use,675,0.812274368231047,0.812274368231047,0.5,0.812274368231047,0.812274368231047,2013-10-01,1424007.529,26682731.33
Met. Water District of So. Cal.,10,2013,Consumptive Use,NA,NA,0.711737492312534,0.5,NA,0.711737492312534,2013-10-01,1424007.529,26405193.45
Mohave Valley I.D.D.,10,2013,Consumptive Use,1317,0.489955357142857,0.489955357142857,0.5,0.489955357142857,0.489955357142857,2013-10-01,1172486.567,26495712.85
North Gila Valley I.D.D.,10,2013,Consumptive Use,958,0.476379910492292,0.476379910492292,0.5,0.476379910492292,0.476379910492292,2013-10-01,1905787.703,26266424.52
Palo Verde Irrigation District,10,2013,Consumptive Use,26068,0.388859883348002,0.388859883348002,0.5,0.388859883348002,0.388859883348002,2013-10-01,699103.7691,26197040.05
Robert B. Griffith Water Project,10,2013,Consumptive Use,NA,NA,0.1,0.5,NA,0.5,2013-10-01,699103.7691,26919087.4
Unit 'B' I.D.D.,10,2013,Consumptive Use,2137,0.687138263665595,0.687138263665595,0.5,0.687138263665595,0.687138263665595,2013-10-01,1905787.703,26127655.58
Wellton-Mohawk I.D.D.,10,2013,Consumptive Use,21234,0.614943527367507,0.614943527367507,0.5,0.614943527367507,0.614943527367507,2013-10-01,1905787.703,25988886.65
Yuma County WUA,10,2013,Consumptive Use,27475,0.723654752811652,0.723654752811652,0.5,0.723654752811652,0.723654752811652,2013-10-01,1905787.703,25572579.84
Yuma Irrigation District,10,2013,Consumptive Use,3223,0.584936479128857,0.584936479128857,0.5,0.584936479128857,0.584936479128857,2013-10-01,1905787.703,25711348.78
Yuma Mesa I.D.D.,10,2013,Consumptive Use,12113,0.680964695300202,0.680964695300202,0.5,0.680964695300202,0.680964695300202,2013-10-01,1905787.703,25850117.71
Bard Unit,11,2013,Diversion,2929,0.445746461725765,0.445746461725765,0.5,0.445746461725765,0.445746461725765,2013-11-01,699103.7691,25572579.84
